img_name,img_class,img_bbox,seg_class,seg_obj,bbox_label
2007_001408,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['114', '245', '178', '448'], ['56', '107', '230', '387'], ['20', '68', '50', '167'], ['210', '1', '333', '108'], ['84', '87', '333', '366'], ['119', '1', '184', '130']]",1.0,1.0,"['bottle', 'person', 'bottle', 'person', 'person', 'pottedplant']"
2008_008268,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['39', '43', '173', '114'], ['308', '62', '402', '155'], ['354', '237', '466', '315']]",1.0,1.0,"['bird', 'bird', 'bird']"
2007_000783,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['201', '57', '325', '259'], ['112', '100', '441', '409']]",1.0,1.0,"['person', 'horse']"
2010_001557,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[['211', '76', '396', '169'], ['245', '149', '285', '124'], ['170', '80', '189', '76'], ['323', '216', '234', '89']]",1.0,1.0,"['sheep', 'sheep', 'sheep', 'sheep']"
2007_004166,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0]","[['243', '129', '304', '181'], ['485', '189', '500', '222'], ['358', '195', '398', '239'], ['300', '205', '355', '254'], ['265', '278', '374', '332'], ['1', '199', '99', '332'], ['234', '204', '500', '332'], ['210', '194', '257', '234']]",1.0,1.0,"['tvmonitor', 'chair', 'chair', 'chair', 'chair', 'sofa', 'diningtable', 'dog']"
2008_002504,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[['13', '172', '478', '292']]",1.0,1.0,['boat']
2009_004590,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[['65', '1', '210', '84'], ['399', '122', '263', '37']]",1.0,1.0,"['bus', 'bus']"
2007_009346,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['60', '123', '220', '305'], ['243', '105', '437', '317']]",1.0,1.0,"['cat', 'cat']"
2007_004052,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['47', '108', '398', '213']]",1.0,1.0,['aeroplane']
2009_003043,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]","[['230', '208', '271', '188'], ['231', '47', '331', '55'], ['74', '43', '263', '200'], ['211', '198', '310', '283']]",1.0,1.0,"['boat', 'boat', 'boat', 'person']"
2010_005118,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[['420', '40', '339', '85'], ['210', '155', '365', '182'], ['190', '141', '345', '188']]",1.0,1.0,"['bus', 'person', 'person']"
2011_001530,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['312', '269', '270', '210'], ['273', '226', '268', '211'], ['256', '207', '217', '186'], ['203', '170', '221', '190'], ['321', '287', '217', '192'], ['242', '220', '193', '175'], ['371', '1', '377', '127'], ['381', '325', '289', '223'], ['409', '367', '238', '208']]",1.0,1.0,"['cow', 'cow', 'cow', 'cow', 'cow', 'cow', 'person', 'person', 'cow']"
2010_001660,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['500', '59', '360', '40']]",1.0,1.0,['cat']
2011_002341,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['370', '11', '500', '61'], ['248', '149', '333', '33']]",1.0,1.0,"['horse', 'person']"
2008_002464,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[['154', '78', '494', '334']]",1.0,1.0,['tvmonitor']
2008_000238,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[['1', '84', '479', '375']]",1.0,1.0,['bus']
2008_003998,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]","[['1', '34', '500', '375'], ['288', '1', '447', '88']]",1.0,1.0,"['diningtable', 'chair']"
2010_004429,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]","[['386', '274', '269', '84'], ['500', '398', '322', '184'], ['450', '405', '134', '86'], ['70', '25', '334', '223']]",1.0,1.0,"['chair', 'chair', 'tvmonitor', 'bottle']"
2009_000931,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['500', '365', '197', '88'], ['316', '174', '192', '70']]",1.0,1.0,"['horse', 'horse']"
2007_001872,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[['153', '22', '355', '342']]",1.0,1.0,['sheep']
2007_005803,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[['67', '156', '433', '273']]",1.0,1.0,['diningtable']
2008_006480,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['1', '1', '446', '271']]",1.0,1.0,['cat']
2011_001350,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[['401', '255', '338', '250'], ['450', '187', '338', '141']]",1.0,1.0,"['sheep', 'sheep']"
2008_000401,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['1', '65', '327', '375']]",1.0,1.0,['cat']
2007_005705,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[['62', '16', '246', '408']]",1.0,1.0,['boat']
2009_001027,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['500', '13', '247', '118']]",1.0,1.0,['aeroplane']
2009_002936,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['319', '188', '341', '72']]",1.0,1.0,['cat']
2008_002073,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['278', '103', '386', '248']]",1.0,1.0,['bird']
2007_005915,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[['266', '137', '355', '214'], ['202', '73', '327', '213']]",1.0,1.0,"['sheep', 'sheep']"
2007_004830,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['104', '110', '418', '212'], ['231', '123', '274', '148']]",1.0,1.0,"['car', 'person']"
2008_000923,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['226', '365', '377', '491']]",1.0,1.0,['pottedplant']
2007_000648,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[['394', '199', '404', '223'], ['424', '199', '436', '220'], ['434', '196', '444', '220'], ['443', '195', '452', '220'], ['29', '113', '353', '266'], ['328', '86', '474', '192'], ['2', '213', '28', '235']]",1.0,1.0,"['person', 'person', 'person', 'person', 'bus', 'aeroplane', 'car']"
2009_002281,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[['500', '53', '214', '85']]",1.0,1.0,['train']
2009_000440,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['499', '6', '226', '115']]",1.0,1.0,['aeroplane']
2010_000961,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['258', '130', '320', '132']]",1.0,1.0,['bird']
2009_004519,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[['384', '245', '205', '41']]",1.0,1.0,['tvmonitor']
2008_005915,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[['1', '80', '500', '375'], ['1', '1', '307', '60']]",1.0,1.0,"['motorbike', 'motorbike']"
2010_004900,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['399', '1', '333', '84']]",1.0,1.0,['dog']
2007_009779,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['97', '186', '323', '329'], ['349', '177', '494', '311'], ['264', '133', '302', '238'], ['306', '135', '358', '282'], ['354', '144', '401', '296']]",1.0,1.0,"['car', 'car', 'person', 'person', 'person']"
2007_007168,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[['48', '102', '372', '424']]",1.0,1.0,['train']
2008_001896,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[['404', '159', '491', '259'], ['1', '174', '207', '333']]",1.0,1.0,"['tvmonitor', 'sofa']"
2009_000103,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['275', '152', '457', '87']]",1.0,1.0,['bird']
2011_000238,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[['347', '59', '454', '250']]",1.0,1.0,['boat']
2011_000066,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['498', '1', '375', '84']]",1.0,1.0,['bottle']
2007_006241,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]","[['387', '164', '489', '372'], ['1', '162', '52', '341'], ['183', '103', '210', '183'], ['49', '135', '440', '375'], ['96', '299', '334', '375'], ['286', '99', '398', '133'], ['104', '111', '195', '169']]",1.0,1.0,"['chair', 'chair', 'bottle', 'diningtable', 'chair', 'chair', 'chair']"
2007_006281,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[['1', '206', '172', '337'], ['157', '169', '500', '334']]",1.0,1.0,"['boat', 'boat']"
2010_001386,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['394', '44', '276', '9']]",1.0,1.0,['cat']
2010_005820,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[['247', '198', '249', '192']]",1.0,1.0,['sheep']
2007_002107,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['408', '243', '449', '257']]",1.0,1.0,['aeroplane']
2010_005835,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","[['407', '179', '363', '102'], ['500', '57', '375', '1']]",1.0,1.0,"['person', 'chair']"
2011_001875,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['275', '120', '170', '110'], ['432', '151', '333', '273']]",1.0,1.0,"['aeroplane', 'aeroplane']"
2007_006066,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]","[['343', '235', '500', '333'], ['47', '266', '204', '332'], ['150', '120', '339', '264']]",1.0,1.0,"['sofa', 'chair', 'tvmonitor']"
2010_000904,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['500', '59', '400', '1']]",1.0,1.0,['dog']
2010_003854,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['403', '1', '333', '33'], ['374', '341', '94', '6']]",1.0,1.0,"['car', 'person']"
2009_004942,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['436', '97', '423', '60']]",1.0,1.0,['horse']
2007_004281,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]","[['270', '1', '500', '375'], ['447', '260', '500', '375']]",1.0,1.0,"['train', 'person']"
2009_001278,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['247', '205', '296', '143']]",1.0,1.0,['bottle']
2009_002320,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['355', '192', '186', '74']]",1.0,1.0,['aeroplane']
2008_000309,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[['1', '40', '98', '222'], ['240', '159', '413', '329']]",1.0,1.0,"['tvmonitor', 'tvmonitor']"
2007_001595,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[['268', '162', '442', '296'], ['40', '158', '275', '288']]",1.0,1.0,"['bus', 'bus']"
2009_001203,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[['379', '74', '303', '45']]",1.0,1.0,['sheep']
2007_003251,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]","[['120', '159', '392', '340'], ['278', '226', '446', '375'], ['258', '158', '353', '283'], ['109', '174', '218', '330'], ['135', '148', '202', '233']]",1.0,1.0,"['diningtable', 'chair', 'chair', 'chair', 'chair']"
2011_001005,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['211', '143', '34', '1'], ['465', '43', '375', '16']]",1.0,1.0,"['pottedplant', 'sofa']"
2008_003369,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['1', '104', '500', '272']]",1.0,1.0,['aeroplane']
2008_005445,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]","[['58', '149', '147', '248'], ['145', '64', '247', '407'], ['68', '158', '188', '456'], ['77', '252', '193', '436']]",1.0,1.0,"['tvmonitor', 'person', 'person', 'chair']"
2010_001522,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[['424', '47', '327', '133']]",1.0,1.0,['sheep']
2010_000189,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[['418', '102', '395', '27']]",1.0,1.0,['sheep']
2007_003604,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[['62', '103', '500', '375'], ['145', '1', '430', '142']]",1.0,1.0,"['dog', 'tvmonitor']"
2007_007748,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['76', '164', '332', '373'], ['165', '111', '243', '284']]",1.0,1.0,"['horse', 'person']"
2007_006585,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]","[['168', '41', '325', '234'], ['143', '101', '331', '258']]",1.0,1.0,"['person', 'motorbike']"
2009_004374,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[['453', '1', '200', '63']]",1.0,1.0,['bus']
2010_000787,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]","[['412', '313', '234', '122'], ['321', '213', '298', '169'], ['461', '342', '306', '156']]",1.0,1.0,"['chair', 'tvmonitor', 'tvmonitor']"
2009_004748,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['475', '57', '316', '106'], ['61', '1', '191', '165']]",1.0,1.0,"['car', 'car']"
2011_002504,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['374', '213', '221', '132']]",1.0,1.0,['aeroplane']
2009_001964,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[['500', '309', '152', '1']]",1.0,1.0,['tvmonitor']
2009_004705,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['500', '120', '333', '1']]",1.0,1.0,['cat']
2009_003249,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[['383', '110', '288', '158'], ['32', '1', '236', '156']]",1.0,1.0,"['sheep', 'sheep']"
2007_002953,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[['25', '102', '93', '325'], ['94', '104', '166', '337'], ['165', '103', '247', '347'], ['216', '52', '416', '304'], ['89', '61', '162', '141']]",1.0,1.0,"['bottle', 'bottle', 'bottle', 'tvmonitor', 'tvmonitor']"
2011_002107,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[['476', '1', '375', '1']]",1.0,1.0,['motorbike']
2007_003189,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['175', '170', '271', '334'], ['163', '54', '289', '284'], ['177', '328', '268', '477'], ['143', '285', '214', '348'], ['90', '269', '139', '359']]",1.0,1.0,"['horse', 'person', 'pottedplant', 'pottedplant', 'pottedplant']"
2010_003894,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","[['355', '185', '403', '273'], ['230', '72', '287', '76'], ['197', '39', '403', '28'], ['469', '252', '403', '3'], ['496', '308', '403', '137'], ['207', '47', '378', '162']]",1.0,1.0,"['dog', 'dog', 'person', 'person', 'chair', 'chair']"
2008_008343,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[['401', '282', '493', '330'], ['236', '207', '432', '333'], ['34', '281', '53', '336'], ['53', '282', '74', '336'], ['134', '288', '149', '332'], ['194', '287', '209', '327'], ['208', '287', '223', '329']]",1.0,1.0,"['car', 'bus', 'person', 'person', 'person', 'person', 'person']"
2011_000585,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['302', '74', '311', '106'], ['304', '166', '266', '30']]",1.0,1.0,"['bicycle', 'person']"
2010_004960,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['303', '240', '238', '143']]",1.0,1.0,['bird']
2011_002075,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]","[['499', '139', '375', '287'], ['343', '3', '375', '30']]",1.0,1.0,"['diningtable', 'person']"
2011_000258,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[['425', '103', '281', '35'], ['118', '1', '268', '191'], ['474', '425', '285', '195'], ['402', '380', '210', '169'], ['336', '316', '199', '170'], ['351', '336', '202', '168'], ['315', '285', '209', '167']]",1.0,1.0,"['bus', 'car', 'person', 'person', 'person', 'person', 'person']"
2007_002268,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['65', '256', '242', '354'], ['288', '186', '378', '249'], ['6', '188', '493', '375']]",1.0,1.0,"['dog', 'cat', 'sofa']"
2010_002623,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","[['418', '93', '375', '1'], ['158', '1', '375', '69']]",1.0,1.0,"['person', 'chair']"
2009_004217,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[['215', '115', '415', '251']]",1.0,1.0,['chair']
2007_008897,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]","[['182', '79', '378', '336'], ['435', '1', '500', '43'], ['295', '41', '433', '220']]",1.0,1.0,"['person', 'tvmonitor', 'chair']"
2008_002894,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['43', '154', '388', '332'], ['140', '70', '341', '332']]",1.0,1.0,"['bicycle', 'person']"
2011_001004,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['489', '32', '324', '46']]",1.0,1.0,['car']
2010_001577,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[['368', '109', '375', '1'], ['500', '296', '375', '260'], ['115', '1', '82', '1']]",1.0,1.0,"['sheep', 'sheep', 'sheep']"
2009_005016,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0]","[['500', '298', '375', '127'], ['340', '171', '373', '75'], ['456', '327', '128', '55'], ['51', '1', '252', '70'], ['295', '60', '375', '153']]",1.0,1.0,"['diningtable', 'person', 'chair', 'chair', 'chair']"
2008_002778,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['106', '103', '425', '338']]",1.0,1.0,['cow']
2011_000468,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['426', '25', '369', '4']]",1.0,1.0,['pottedplant']
2011_000526,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['500', '68', '331', '18']]",1.0,1.0,['horse']
2008_006159,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[['303', '172', '444', '313']]",1.0,1.0,['tvmonitor']
2010_001922,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['412', '114', '289', '48'], ['418', '180', '289', '62']]",1.0,1.0,"['bicycle', 'bicycle']"
2011_001984,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['422', '166', '375', '30']]",1.0,1.0,['dog']
2008_003976,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['13', '90', '494', '224']]",1.0,1.0,['aeroplane']
2009_000709,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[['246', '35', '467', '215']]",1.0,1.0,['cow']
2010_000083,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[['127', '43', '310', '212'], ['137', '81', '301', '154'], ['85', '76', '260', '239']]",1.0,1.0,"['bicycle', 'person', 'bottle']"
